BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE,YEAR
BROOKLYN,OCEAN PARKWAY-SOUTH,02 TWO FAMILY HOMES,51,325000,919330,665000,3385000,2010
BROOKLYN,OCEAN PARKWAY-SOUTH,03 THREE FAMILY HOMES,16,150000,662063,705000,860000,2010
BROOKLYN,OLD MILL BASIN,01 ONE FAMILY HOMES,70,165000,367145,370000,550000,2010
BROOKLYN,OLD MILL BASIN,02 TWO FAMILY HOMES,24,155000,470261,460500,725000,2010
BROOKLYN,OLD MILL BASIN,03 THREE FAMILY HOMES,4,475000,540000,552500,580000,2010
BROOKLYN,PARK SLOPE,01 ONE FAMILY HOMES,14,700000,2192932,2345500,3950000,2010
BROOKLYN,PARK SLOPE,02 TWO FAMILY HOMES,44,700000,1874534,1850000,3700000,2010
BROOKLYN,PARK SLOPE,03 THREE FAMILY HOMES,28,150000,1345473,1453750,2395000,2010
BROOKLYN,PARK SLOPE SOUTH,01 ONE FAMILY HOMES,11,560000,936545,920000,1439000,2010
BROOKLYN,PARK SLOPE SOUTH,02 TWO FAMILY HOMES,21,329000,988462,972500,1430000,2010
BROOKLYN,PARK SLOPE SOUTH,03 THREE FAMILY HOMES,6,173003,913001,940000,1650000,2010
BROOKLYN,PROSPECT HEIGHTS,01 ONE FAMILY HOMES,1,860000,860000,860000,860000,2010
BROOKLYN,PROSPECT HEIGHTS,02 TWO FAMILY HOMES,16,450000,1142953,1043750,1925000,2010
BROOKLYN,PROSPECT HEIGHTS,03 THREE FAMILY HOMES,7,625000,1237814,1405000,1691500,2010
BROOKLYN,RED HOOK,01 ONE FAMILY HOMES,6,585000,731754,778961,814600,2010
BROOKLYN,RED HOOK,02 TWO FAMILY HOMES,3,270000,448333,475000,600000,2010
BROOKLYN,RED HOOK,03 THREE FAMILY HOMES,2,320000,381522,381522,443043,2010
BROOKLYN,SEAGATE,01 ONE FAMILY HOMES,10,345000,541050,530000,760000,2010
BROOKLYN,SEAGATE,02 TWO FAMILY HOMES,11,371000,489364,500000,655000,2010
BROOKLYN,SHEEPSHEAD BAY,01 ONE FAMILY HOMES,65,150000,467371,490000,755000,2010
BROOKLYN,SHEEPSHEAD BAY,02 TWO FAMILY HOMES,86,200000,558078,550000,937500,2010
BROOKLYN,SHEEPSHEAD BAY,03 THREE FAMILY HOMES,15,300000,642467,687000,830000,2010
BROOKLYN,SPRING CREEK,01 ONE FAMILY HOMES,32,249920,249920,249920,249920,2010
BROOKLYN,SPRING CREEK,02 TWO FAMILY HOMES,7,249920,395408,419656,419656,2010
BROOKLYN,SPRING CREEK,03 THREE FAMILY HOMES,7,488000,506772,489952,548000,2010
BROOKLYN,SUNSET PARK,01 ONE FAMILY HOMES,14,267000,538393,592500,776500,2010
BROOKLYN,SUNSET PARK,02 TWO FAMILY HOMES,118,184800,718056,732500,1700000,2010
BROOKLYN,SUNSET PARK,03 THREE FAMILY HOMES,34,180000,670932,695000,1100000,2010
BROOKLYN,WILLIAMSBURG-CENTRAL,01 ONE FAMILY HOMES,2,540000,570000,570000,600000,2010
BROOKLYN,WILLIAMSBURG-CENTRAL,02 TWO FAMILY HOMES,6,240000,351167,323500,500000,2010
BROOKLYN,WILLIAMSBURG-CENTRAL,03 THREE FAMILY HOMES,10,371700,683670,665000,990000,2010
BROOKLYN,WILLIAMSBURG-EAST,01 ONE FAMILY HOMES,8,405000,720000,647500,1300000,2010
BROOKLYN,WILLIAMSBURG-EAST,02 TWO FAMILY HOMES,16,250000,625000,605000,1050000,2010
BROOKLYN,WILLIAMSBURG-EAST,03 THREE FAMILY HOMES,14,235000,791071,702500,1575000,2010
BROOKLYN,WILLIAMSBURG-NORTH,01 ONE FAMILY HOMES,1,700000,700000,700000,700000,2010
BROOKLYN,WILLIAMSBURG-NORTH,02 TWO FAMILY HOMES,8,400000,964750,949000,1815000,2010
BROOKLYN,WILLIAMSBURG-NORTH,03 THREE FAMILY HOMES,8,400000,981875,932500,1900000,2010
BROOKLYN,WILLIAMSBURG-SOUTH,02 TWO FAMILY HOMES,2,490000,720000,720000,950000,2010
BROOKLYN,WILLIAMSBURG-SOUTH,03 THREE FAMILY HOMES,2,687000,793500,793500,900000,2010
BROOKLYN,WINDSOR TERRACE,01 ONE FAMILY HOMES,14,225000,796071,737500,1425000,2010
BROOKLYN,WINDSOR TERRACE,02 TWO FAMILY HOMES,33,282000,839788,800000,1400000,2010
BROOKLYN,WINDSOR TERRACE,03 THREE FAMILY HOMES,5,560000,892000,850000,1150000,2010
BROOKLYN,WYCKOFF HEIGHTS,01 ONE FAMILY HOMES,1,435000,435000,435000,435000,2010
BROOKLYN,WYCKOFF HEIGHTS,02 TWO FAMILY HOMES,8,270000,461030,415120,710000,2010
BROOKLYN,WYCKOFF HEIGHTS,03 THREE FAMILY HOMES,9,389220,528687,555000,610000,2010
QUEENS,AIRPORT LA GUARDIA,01 ONE FAMILY HOMES,2,475000,505000,505000,535000,2010
QUEENS,ARVERNE,01 ONE FAMILY HOMES,8,175000,265982,254250,369274,2010
QUEENS,ARVERNE,02 TWO FAMILY HOMES,68,150000,348180,305000,865512,2010
QUEENS,ARVERNE,03 THREE FAMILY HOMES,6,175000,256608,185000,489647,2010
QUEENS,ASTORIA,01 ONE FAMILY HOMES,43,200000,590703,575000,2000000,2010
QUEENS,ASTORIA,02 TWO FAMILY HOMES,85,250000,650123,662500,1200000,2010
QUEENS,ASTORIA,03 THREE FAMILY HOMES,48,250000,694534,707000,1195813,2010
QUEENS,BAYSIDE,01 ONE FAMILY HOMES,259,160000,649349,628500,1900000,2010
QUEENS,BAYSIDE,02 TWO FAMILY HOMES,95,236917,751920,772500,1350000,2010
QUEENS,BAYSIDE,03 THREE FAMILY HOMES,14,405600,762471,737500,1400000,2010
QUEENS,BEECHHURST,01 ONE FAMILY HOMES,31,290890,827664,766000,2200000,2010
QUEENS,BEECHHURST,02 TWO FAMILY HOMES,4,305000,630000,652500,910000,2010
QUEENS,BELLE HARBOR,01 ONE FAMILY HOMES,21,480000,754395,650000,1700000,2010
QUEENS,BELLE HARBOR,02 TWO FAMILY HOMES,13,435000,677734,585000,1200000,2010
QUEENS,BELLE HARBOR,03 THREE FAMILY HOMES,3,281250,602083,750000,775000,2010
QUEENS,BELLEROSE,01 ONE FAMILY HOMES,91,180000,444843,433000,770000,2010
QUEENS,BELLEROSE,02 TWO FAMILY HOMES,22,250000,498650,462500,825000,2010
QUEENS,BELLEROSE,03 THREE FAMILY HOMES,1,405000,405000,405000,405000,2010
QUEENS,BRIARWOOD,01 ONE FAMILY HOMES,16,191000,415784,440044,550000,2010
QUEENS,BRIARWOOD,02 TWO FAMILY HOMES,7,350000,556857,565000,750000,2010
QUEENS,BRIARWOOD,03 THREE FAMILY HOMES,3,560000,718333,740000,855000,2010
QUEENS,BROAD CHANNEL,01 ONE FAMILY HOMES,16,150000,316363,312750,475000,2010
QUEENS,BROAD CHANNEL,02 TWO FAMILY HOMES,1,700000,700000,700000,700000,2010
QUEENS,CAMBRIA HEIGHTS,01 ONE FAMILY HOMES,80,167310,345477,360700,490000,2010
QUEENS,CAMBRIA HEIGHTS,02 TWO FAMILY HOMES,5,325000,380400,379000,433000,2010
QUEENS,COLLEGE POINT,01 ONE FAMILY HOMES,51,210000,478972,463000,1303360,2010
QUEENS,COLLEGE POINT,02 TWO FAMILY HOMES,80,200000,571295,550000,967337,2010
QUEENS,COLLEGE POINT,03 THREE FAMILY HOMES,12,455000,810863,937500,990000,2010
QUEENS,CORONA,01 ONE FAMILY HOMES,18,250000,426155,394000,677724,2010
QUEENS,CORONA,02 TWO FAMILY HOMES,103,200000,483793,500000,820000,2010
QUEENS,CORONA,03 THREE FAMILY HOMES,58,200000,683643,650000,989040,2010
QUEENS,DOUGLASTON,01 ONE FAMILY HOMES,48,199000,884717,742500,2650000,2010
QUEENS,DOUGLASTON,02 TWO FAMILY HOMES,5,758000,792000,780000,846000,2010
QUEENS,EAST ELMHURST,01 ONE FAMILY HOMES,46,230000,399805,410000,725000,2010
QUEENS,EAST ELMHURST,02 TWO FAMILY HOMES,75,200000,493352,465000,870000,2010
QUEENS,EAST ELMHURST,03 THREE FAMILY HOMES,13,275000,518561,515000,715000,2010
QUEENS,ELMHURST,01 ONE FAMILY HOMES,62,201000,490069,500000,693500,2010
QUEENS,ELMHURST,02 TWO FAMILY HOMES,90,150000,595102,580000,1660000,2010
QUEENS,ELMHURST,03 THREE FAMILY HOMES,65,300000,834516,807300,1379728,2010
QUEENS,FAR ROCKAWAY,01 ONE FAMILY HOMES,62,151340,463483,450000,960000,2010
QUEENS,FAR ROCKAWAY,02 TWO FAMILY HOMES,97,150000,318652,280878,700000,2010
QUEENS,FAR ROCKAWAY,03 THREE FAMILY HOMES,36,170000,325832,267500,626587,2010
QUEENS,FLORAL PARK,01 ONE FAMILY HOMES,92,200000,490396,478250,796000,2010
QUEENS,FLORAL PARK,02 TWO FAMILY HOMES,5,315000,513400,529500,615000,2010
QUEENS,FLORAL PARK,03 THREE FAMILY HOMES,1,480000,480000,480000,480000,2010
QUEENS,FLUSHING-NORTH,01 ONE FAMILY HOMES,413,180446,597772,590000,2600000,2010
QUEENS,FLUSHING-NORTH,02 TWO FAMILY HOMES,173,160200,722874,710000,1288000,2010
QUEENS,FLUSHING-NORTH,03 THREE FAMILY HOMES,31,230000,796813,830000,1100000,2010
QUEENS,FLUSHING-SOUTH,01 ONE FAMILY HOMES,174,224481,533771,525539,1660000,2010
QUEENS,FLUSHING-SOUTH,02 TWO FAMILY HOMES,43,350000,571494,541576,999990,2010
QUEENS,FLUSHING-SOUTH,03 THREE FAMILY HOMES,10,490000,826777,950000,997885,2010
QUEENS,FOREST HILLS,01 ONE FAMILY HOMES,130,200000,837303,725000,2700000,2010
QUEENS,FOREST HILLS,02 TWO FAMILY HOMES,17,356000,720103,715000,1145350,2010
QUEENS,FOREST HILLS,03 THREE FAMILY HOMES,1,451250,451250,451250,451250,2010
QUEENS,FRESH MEADOWS,01 ONE FAMILY HOMES,69,250000,611022,638000,999000,2010
QUEENS,FRESH MEADOWS,02 TWO FAMILY HOMES,11,426000,652000,668000,765000,2010
QUEENS,GLEN OAKS,01 ONE FAMILY HOMES,12,360000,480833,487500,611000,2010
QUEENS,GLEN OAKS,02 TWO FAMILY HOMES,6,385000,722333,730000,989000,2010
QUEENS,GLENDALE,01 ONE FAMILY HOMES,56,160432,467270,459500,775000,2010
QUEENS,GLENDALE,02 TWO FAMILY HOMES,86,275000,479478,475000,700000,2010
QUEENS,GLENDALE,03 THREE FAMILY HOMES,18,360000,751076,789143,997375,2010
QUEENS,HAMMELS,01 ONE FAMILY HOMES,7,157202,236243,235000,344000,2010
QUEENS,HAMMELS,02 TWO FAMILY HOMES,5,275000,337200,275000,490000,2010
QUEENS,HAMMELS,03 THREE FAMILY HOMES,5,200000,410599,293200,746916,2010
QUEENS,HILLCREST,01 ONE FAMILY HOMES,20,162500,426492,417250,855330,2010
QUEENS,HILLCREST,02 TWO FAMILY HOMES,4,325000,425655,427310,523000,2010
QUEENS,HOLLIS,01 ONE FAMILY HOMES,153,160000,327029,338000,670000,2010
QUEENS,HOLLIS,02 TWO FAMILY HOMES,65,160000,368225,370000,618859,2010
QUEENS,HOLLIS,03 THREE FAMILY HOMES,5,220000,396941,389704,670000,2010
QUEENS,HOLLIS HILLS,01 ONE FAMILY HOMES,26,345000,762596,720000,1387500,2010
QUEENS,HOLLISWOOD,01 ONE FAMILY HOMES,27,210000,631435,645000,995000,2010
QUEENS,HOLLISWOOD,02 TWO FAMILY HOMES,2,495000,572500,572500,650000,2010
QUEENS,HOWARD BEACH,01 ONE FAMILY HOMES,75,150000,541334,550000,1150000,2010
QUEENS,HOWARD BEACH,02 TWO FAMILY HOMES,24,150000,512740,551000,665000,2010
QUEENS,HOWARD BEACH,03 THREE FAMILY HOMES,4,465000,562500,567500,650000,2010
QUEENS,JACKSON HEIGHTS,01 ONE FAMILY HOMES,61,200624,464867,464500,800000,2010
QUEENS,JACKSON HEIGHTS,02 TWO FAMILY HOMES,105,260000,538021,509125,995000,2010
QUEENS,JACKSON HEIGHTS,03 THREE FAMILY HOMES,26,200000,645197,700000,869000,2010
QUEENS,JAMAICA,01 ONE FAMILY HOMES,24,157170,302243,277500,551809,2010
QUEENS,JAMAICA,02 TWO FAMILY HOMES,46,185000,396366,400000,570000,2010
QUEENS,JAMAICA,03 THREE FAMILY HOMES,20,308256,618357,631811,948669,2010
QUEENS,JAMAICA BAY,02 TWO FAMILY HOMES,8,297102,474756,524000,555000,2010
QUEENS,JAMAICA ESTATES,01 ONE FAMILY HOMES,52,360000,767443,740000,1500000,2010
QUEENS,JAMAICA ESTATES,02 TWO FAMILY HOMES,4,425000,490750,484000,570000,2010
QUEENS,JAMAICA ESTATES,03 THREE FAMILY HOMES,1,750000,750000,750000,750000,2010
QUEENS,JAMAICA HILLS,01 ONE FAMILY HOMES,28,300000,462019,451000,625000,2010
QUEENS,JAMAICA HILLS,02 TWO FAMILY HOMES,10,200000,537089,587500,765000,2010
QUEENS,JAMAICA HILLS,03 THREE FAMILY HOMES,1,590000,590000,590000,590000,2010
QUEENS,KEW GARDENS,01 ONE FAMILY HOMES,13,350000,663616,650000,1085000,2010
QUEENS,KEW GARDENS,02 TWO FAMILY HOMES,9,324000,546850,550000,800000,2010
QUEENS,KEW GARDENS,03 THREE FAMILY HOMES,6,465000,548333,574167,583333,2010
QUEENS,LAURELTON,01 ONE FAMILY HOMES,130,170000,340015,352500,551530,2010
QUEENS,LAURELTON,02 TWO FAMILY HOMES,54,215000,424082,455000,633111,2010
QUEENS,LITTLE NECK,01 ONE FAMILY HOMES,69,200000,728979,650000,1810000,2010
QUEENS,LITTLE NECK,02 TWO FAMILY HOMES,7,200000,901831,920000,1425550,2010
QUEENS,LONG ISLAND CITY,01 ONE FAMILY HOMES,8,238725,453563,399000,735000,2010
QUEENS,LONG ISLAND CITY,02 TWO FAMILY HOMES,14,300000,704230,603750,1325000,2010
QUEENS,LONG ISLAND CITY,03 THREE FAMILY HOMES,7,614158,892451,810000,1295000,2010
QUEENS,MASPETH,01 ONE FAMILY HOMES,71,270000,462802,450000,850000,2010
QUEENS,MASPETH,02 TWO FAMILY HOMES,91,166909,480182,480000,927000,2010
QUEENS,MASPETH,03 THREE FAMILY HOMES,18,334620,613069,607500,858120,2010
QUEENS,MIDDLE VILLAGE,01 ONE FAMILY HOMES,120,180000,515822,510250,742000,2010
QUEENS,MIDDLE VILLAGE,02 TWO FAMILY HOMES,65,200000,557795,550000,963714,2010
QUEENS,MIDDLE VILLAGE,03 THREE FAMILY HOMES,21,165000,691778,707000,960000,2010
QUEENS,NEPONSIT,01 ONE FAMILY HOMES,11,376122,955284,815000,2500000,2010
QUEENS,OAKLAND GARDENS,01 ONE FAMILY HOMES,43,212500,664163,695000,1150000,2010
QUEENS,OAKLAND GARDENS,02 TWO FAMILY HOMES,11,399000,841545,880000,1260000,2010
QUEENS,OAKLAND GARDENS,03 THREE FAMILY HOMES,3,700000,837333,830000,982000,2010
QUEENS,OZONE PARK,01 ONE FAMILY HOMES,89,150000,350316,366000,679994,2010
QUEENS,OZONE PARK,02 TWO FAMILY HOMES,143,174500,395287,399000,658153,2010
QUEENS,OZONE PARK,03 THREE FAMILY HOMES,24,174000,542136,582500,738231,2010
QUEENS,QUEENS VILLAGE,01 ONE FAMILY HOMES,219,150000,348361,350000,770000,2010
QUEENS,QUEENS VILLAGE,02 TWO FAMILY HOMES,77,185000,411749,420000,615000,2010
QUEENS,QUEENS VILLAGE,03 THREE FAMILY HOMES,6,300000,553833,612500,712000,2010
QUEENS,REGO PARK,01 ONE FAMILY HOMES,47,285000,585936,574000,1100000,2010
QUEENS,REGO PARK,02 TWO FAMILY HOMES,18,275000,722375,738000,1200000,2010
QUEENS,REGO PARK,03 THREE FAMILY HOMES,12,200000,770284,755000,1198100,2010
QUEENS,RICHMOND HILL,01 ONE FAMILY HOMES,141,170000,331261,325000,675000,2010
QUEENS,RICHMOND HILL,02 TWO FAMILY HOMES,191,151000,388987,380000,1075000,2010
QUEENS,RICHMOND HILL,03 THREE FAMILY HOMES,29,315000,482720,440000,790000,2010
QUEENS,RIDGEWOOD,01 ONE FAMILY HOMES,11,225000,365095,390000,480000,2010
QUEENS,RIDGEWOOD,02 TWO FAMILY HOMES,71,150000,478620,505000,699660,2010
QUEENS,RIDGEWOOD,03 THREE FAMILY HOMES,23,234234,530354,535000,761600,2010
QUEENS,ROCKAWAY PARK,01 ONE FAMILY HOMES,8,179793,305778,222500,635500,2010
QUEENS,ROCKAWAY PARK,02 TWO FAMILY HOMES,9,150000,404114,460000,550000,2010
QUEENS,ROCKAWAY PARK,03 THREE FAMILY HOMES,5,250000,366960,350000,510000,2010
QUEENS,ROSEDALE,01 ONE FAMILY HOMES,113,150000,319952,335000,573062,2010
QUEENS,ROSEDALE,02 TWO FAMILY HOMES,95,203500,428002,444458,640276,2010
QUEENS,ROSEDALE,03 THREE FAMILY HOMES,4,405498,462475,454700,535000,2010
QUEENS,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY HOMES,284,150000,274781,262750,599279,2010
QUEENS,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY HOMES,154,152000,347980,340000,659016,2010
QUEENS,SO. JAMAICA-BAISLEY PARK,03 THREE FAMILY HOMES,8,190000,349657,303551,633906,2010
QUEENS,SOUTH JAMAICA,01 ONE FAMILY HOMES,208,150000,273350,272800,643050,2010
QUEENS,SOUTH JAMAICA,02 TWO FAMILY HOMES,246,150000,336877,342750,957391,2010
QUEENS,SOUTH JAMAICA,03 THREE FAMILY HOMES,14,172380,412625,428244,701677,2010
QUEENS,SOUTH OZONE PARK,01 ONE FAMILY HOMES,159,150000,304229,299130,647791,2010
QUEENS,SOUTH OZONE PARK,02 TWO FAMILY HOMES,124,160000,412266,405000,665000,2010
QUEENS,SOUTH OZONE PARK,03 THREE FAMILY HOMES,2,301665,475833,475833,650000,2010
QUEENS,SPRINGFIELD GARDENS,01 ONE FAMILY HOMES,156,150000,304293,297590,681500,2010
QUEENS,SPRINGFIELD GARDENS,02 TWO FAMILY HOMES,155,165000,395123,390000,658219,2010
QUEENS,SPRINGFIELD GARDENS,03 THREE FAMILY HOMES,5,290900,534568,581940,630000,2010
QUEENS,ST. ALBANS,01 ONE FAMILY HOMES,246,150000,309508,319500,712212,2010
QUEENS,ST. ALBANS,02 TWO FAMILY HOMES,118,150000,362401,376000,607496,2010
QUEENS,ST. ALBANS,03 THREE FAMILY HOMES,5,260000,437387,405000,711935,2010
QUEENS,SUNNYSIDE,01 ONE FAMILY HOMES,18,247500,550272,547500,658000,2010
QUEENS,SUNNYSIDE,02 TWO FAMILY HOMES,17,161226,590904,665000,756000,2010
QUEENS,SUNNYSIDE,03 THREE FAMILY HOMES,3,442500,615000,690000,712500,2010
QUEENS,WHITESTONE,01 ONE FAMILY HOMES,106,165544,629855,582500,2800000,2010
QUEENS,WHITESTONE,02 TWO FAMILY HOMES,31,330000,711973,699000,1150000,2010
QUEENS,WHITESTONE,03 THREE FAMILY HOMES,4,425000,713875,741250,948000,2010
QUEENS,WOODHAVEN,01 ONE FAMILY HOMES,97,177750,330289,330000,615000,2010
QUEENS,WOODHAVEN,02 TWO FAMILY HOMES,136,180500,397815,383000,795000,2010
QUEENS,WOODHAVEN,03 THREE FAMILY HOMES,22,247000,422259,406000,608902,2010
QUEENS,WOODSIDE,01 ONE FAMILY HOMES,23,162000,475810,455000,850000,2010
QUEENS,WOODSIDE,02 TWO FAMILY HOMES,40,255000,555089,548500,940000,2010
QUEENS,WOODSIDE,03 THREE FAMILY HOMES,16,200000,643670,620000,1069162,2010
STATEN ISLAND,ANNADALE,01 ONE FAMILY HOMES,46,162750,576053,520000,996500,2010
STATEN ISLAND,ANNADALE,02 TWO FAMILY HOMES,22,400000,722139,665000,1210000,2010
STATEN ISLAND,ARDEN HEIGHTS,01 ONE FAMILY HOMES,105,190000,313686,310000,610950,2010
STATEN ISLAND,ARDEN HEIGHTS,02 TWO FAMILY HOMES,13,344760,590955,590000,850000,2010
STATEN ISLAND,ARDEN HEIGHTS,03 THREE FAMILY HOMES,1,283975,283975,283975,283975,2010
STATEN ISLAND,ARROCHAR,01 ONE FAMILY HOMES,11,240000,418465,365000,895000,2010
STATEN ISLAND,ARROCHAR,02 TWO FAMILY HOMES,3,220000,355833,247500,600000,2010
STATEN ISLAND,ARROCHAR-SHORE ACRES,01 ONE FAMILY HOMES,5,322000,596076,743322,840056,2010
STATEN ISLAND,ARROCHAR-SHORE ACRES,02 TWO FAMILY HOMES,3,320000,421550,463000,481650,2010
STATEN ISLAND,BULLS HEAD,01 ONE FAMILY HOMES,52,200000,354475,340000,650000,2010
STATEN ISLAND,BULLS HEAD,02 TWO FAMILY HOMES,24,225000,442897,447500,607500,2010
STATEN ISLAND,CASTLETON CORNERS,01 ONE FAMILY HOMES,57,179000,416878,415000,775000,2010
STATEN ISLAND,CASTLETON CORNERS,02 TWO FAMILY HOMES,16,305000,419278,442974,525000,2010
STATEN ISLAND,CLOVE LAKES,01 ONE FAMILY HOMES,42,163800,465212,450000,910000,2010
STATEN ISLAND,CLOVE LAKES,02 TWO FAMILY HOMES,3,398000,531000,530000,665000,2010
STATEN ISLAND,CONCORD,01 ONE FAMILY HOMES,34,151000,272921,262500,510000,2010
STATEN ISLAND,CONCORD,02 TWO FAMILY HOMES,16,171000,308945,304935,558580,2010
STATEN ISLAND,CONCORD,03 THREE FAMILY HOMES,1,250000,250000,250000,250000,2010
STATEN ISLAND,CONCORD-FOX HILLS,01 ONE FAMILY HOMES,5,215000,303845,274226,393000,2010
STATEN ISLAND,DONGAN HILLS,01 ONE FAMILY HOMES,30,317000,430676,400000,740000,2010
STATEN ISLAND,DONGAN HILLS,02 TWO FAMILY HOMES,9,375000,542776,580000,680000,2010
STATEN ISLAND,DONGAN HILLS,03 THREE FAMILY HOMES,1,650000,650000,650000,650000,2010
STATEN ISLAND,DONGAN HILLS-COLONY,01 ONE FAMILY HOMES,21,380000,830034,735000,2400000,2010
STATEN ISLAND,DONGAN HILLS-COLONY,02 TWO FAMILY HOMES,4,615000,662500,670000,695000,2010
STATEN ISLAND,DONGAN HILLS-OLD TOWN,01 ONE FAMILY HOMES,3,253000,310765,290000,389295,2010
STATEN ISLAND,ELTINGVILLE,01 ONE FAMILY HOMES,98,164772,418726,412500,870604,2010
STATEN ISLAND,ELTINGVILLE,02 TWO FAMILY HOMES,32,304167,554876,555000,794235,2010
STATEN ISLAND,EMERSON HILL,01 ONE FAMILY HOMES,3,230285,618428,660000,965000,2010
STATEN ISLAND,EMERSON HILL,02 TWO FAMILY HOMES,3,350000,600000,680000,770000,2010
STATEN ISLAND,GRANT CITY,01 ONE FAMILY HOMES,25,173000,358502,376200,460000,2010
STATEN ISLAND,GRANT CITY,02 TWO FAMILY HOMES,8,438375,628209,623621,855330,2010
STATEN ISLAND,GRASMERE,01 ONE FAMILY HOMES,13,217915,476570,450000,749999,2010
STATEN ISLAND,GRASMERE,02 TWO FAMILY HOMES,6,215000,440167,500500,620000,2010
STATEN ISLAND,GREAT KILLS,01 ONE FAMILY HOMES,245,150000,406930,400000,995000,2010
STATEN ISLAND,GREAT KILLS,02 TWO FAMILY HOMES,59,210000,498259,520000,753505,2010
STATEN ISLAND,GREAT KILLS-BAY TERRACE,01 ONE FAMILY HOMES,17,155000,392347,405000,625000,2010
STATEN ISLAND,GREAT KILLS-BAY TERRACE,02 TWO FAMILY HOMES,9,436500,553778,575000,682500,2010
STATEN ISLAND,GRYMES HILL,01 ONE FAMILY HOMES,13,215000,566685,520000,1060000,2010
STATEN ISLAND,GRYMES HILL,02 TWO FAMILY HOMES,5,207040,288540,265000,416660,2010
STATEN ISLAND,HUGUENOT,01 ONE FAMILY HOMES,38,220000,565067,520000,1550000,2010
STATEN ISLAND,HUGUENOT,02 TWO FAMILY HOMES,23,252500,643863,655000,890968,2010
STATEN ISLAND,HUGUENOT,03 THREE FAMILY HOMES,1,392200,392200,392200,392200,2010
STATEN ISLAND,LIVINGSTON,01 ONE FAMILY HOMES,15,315000,396627,378000,622500,2010
STATEN ISLAND,LIVINGSTON,02 TWO FAMILY HOMES,2,352000,546500,546500,741000,2010
STATEN ISLAND,MANOR HEIGHTS,01 ONE FAMILY HOMES,41,166666,414519,411000,810000,2010
STATEN ISLAND,MANOR HEIGHTS,02 TWO FAMILY HOMES,11,370000,482000,458000,645000,2010
STATEN ISLAND,MANOR HEIGHTS,03 THREE FAMILY HOMES,1,500000,500000,500000,500000,2010
STATEN ISLAND,MARINERS HARBOR,01 ONE FAMILY HOMES,64,157000,270363,256175,482356,2010
STATEN ISLAND,MARINERS HARBOR,02 TWO FAMILY HOMES,31,162000,325835,271250,693539,2010
STATEN ISLAND,MARINERS HARBOR,03 THREE FAMILY HOMES,2,346800,420380,420380,493960,2010
STATEN ISLAND,MIDLAND BEACH,01 ONE FAMILY HOMES,85,157533,366659,385000,616000,2010
STATEN ISLAND,MIDLAND BEACH,02 TWO FAMILY HOMES,19,215000,427923,415000,625000,2010
STATEN ISLAND,NEW BRIGHTON,01 ONE FAMILY HOMES,36,169900,298069,298400,572098,2010
STATEN ISLAND,NEW BRIGHTON,02 TWO FAMILY HOMES,53,153800,306143,280000,578239,2010
STATEN ISLAND,NEW BRIGHTON,03 THREE FAMILY HOMES,4,178000,325517,297034,530000,2010
STATEN ISLAND,NEW DORP,01 ONE FAMILY HOMES,48,225000,434363,427500,940000,2010
STATEN ISLAND,NEW DORP,02 TWO FAMILY HOMES,38,225000,446942,410670,697501,2010
STATEN ISLAND,NEW DORP,03 THREE FAMILY HOMES,1,560000,560000,560000,560000,2010
STATEN ISLAND,NEW DORP-BEACH,01 ONE FAMILY HOMES,25,155000,336169,307000,540000,2010
STATEN ISLAND,NEW DORP-BEACH,02 TWO FAMILY HOMES,8,278850,427366,424500,575000,2010
STATEN ISLAND,NEW DORP-HEIGHTS,01 ONE FAMILY HOMES,30,175700,423224,405000,853294,2010
STATEN ISLAND,NEW DORP-HEIGHTS,02 TWO FAMILY HOMES,8,165000,518784,485000,852275,2010
STATEN ISLAND,NEW SPRINGVILLE,01 ONE FAMILY HOMES,72,252009,398090,405000,712775,2010
STATEN ISLAND,NEW SPRINGVILLE,02 TWO FAMILY HOMES,49,230142,527817,530000,773870,2010
STATEN ISLAND,OAKWOOD,01 ONE FAMILY HOMES,40,205000,511815,456438,844129,2010
STATEN ISLAND,OAKWOOD,02 TWO FAMILY HOMES,1,565000,565000,565000,565000,2010
STATEN ISLAND,OAKWOOD-BEACH,01 ONE FAMILY HOMES,30,171066,392277,382500,745000,2010
STATEN ISLAND,OAKWOOD-BEACH,02 TWO FAMILY HOMES,6,176372,488036,494563,692718,2010
STATEN ISLAND,PLEASANT PLAINS,01 ONE FAMILY HOMES,15,343272,760493,763687,1255000,2010
STATEN ISLAND,PLEASANT PLAINS,02 TWO FAMILY HOMES,5,442000,610600,550000,829999,2010
STATEN ISLAND,PORT IVORY,01 ONE FAMILY HOMES,6,152131,216904,224500,260290,2010
STATEN ISLAND,PORT IVORY,02 TWO FAMILY HOMES,6,206000,385265,423150,554539,2010
STATEN ISLAND,PORT RICHMOND,01 ONE FAMILY HOMES,41,155000,286709,280000,488661,2010
STATEN ISLAND,PORT RICHMOND,02 TWO FAMILY HOMES,35,160000,280366,265000,485000,2010
STATEN ISLAND,PRINCES BAY,01 ONE FAMILY HOMES,34,197143,588048,505750,1734000,2010
